Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Keyword Vector,K_means_cluster
"я теж, але бля, той, кого хочу, або в іншій країні, або не хоче мене.",Medium,Frustrated,Casual and Potentially Offensive,Disappointed,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",2
"Папужки теж пролітають, бо пиздять більше, ніж бабки в черзі.",High,Mocking,Confrontational and Insulting,Disdainful,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"Я:я в суботу ще поїду-я тебе блять поїду, тобі грошей ніхто не дасть.",High,Aggressive and Threatening,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
ну бо воно годне було хоть і хуйня,Medium,Dismissive,Casual and Insulting,Disdainful,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",2
"к хуям показавши зграї що зуби є, в порядку, гострі і мають щоденний догляд.",Medium,Aggressive,Crude,Defensive,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",2
"Знаєте шо, нахуй ідіть з вашою естетичною медициною.",High,Aggressive,Offensive and Confrontational,Hostile,"(0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
не лижіть один одному тут сраки,High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"Кацапчик подарував шоколадку, колега пригостила кексом.",Medium,Casual,Informal,Mixed,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",2
"В мене така ж хуйня була, потім локалізацію апстору змінив і все як має бути",Medium,Frustrated,Casual and Vulgar,Irritated but Resolved,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0
"Стільки ненависті, шо її видерти нахуй хочеться.",High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"Для тих, хто знає тебе долбойобом, нормальною людиною вже ніколи не будеш.",High,Dismissive and Contemptuous,Offensive and Insulting,Derogatory,"(1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
"А шукати програмістів в твітері, це як шукати шлюх в супермаркеті.",High,Insulting,Derogatory and Offensive,Disdainful,"(1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
"В мене так мало грьобаних друзів у цьому сраному житті, реально, як пальців на одній руці.",High,Resentful,Confrontational and Vulgar,Despondent,"(0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
бо говориш з хуйом в роті?,High,Confrontational,Insulting and Vulgar,Hostile,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",1
"Ната киця, а ви скотини йобані, бісите.",High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"Якщо я така херова, чого ти мені до тепер виписуєш?",High,Accusatory,Confrontational and Insulting,Hostile,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
Чувак на чорній Інфініті з номером АА 5333 СХ - мудак.,Medium,Insulting,Derogatory,Disdainful,"(1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
"Всіх зайобую, всім від мене хуйово.",High,Aggressive,Confrontational and Vulgar,Hostile,"(0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",1
#NAME?,Medium,Aggressive,Confrontational,Frustration,"(0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"Надто багато твіттерських, яких я хочу трахнути.",High,Aggressive,Explicit and Vulgar,Objectifying,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
Зранку як прокинусь вже ж буде готове?,Low,Curious,Informal and Casual,Neutral,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",2
А могла б і виділити на це 0секБо я таки не хуйовий,High,Entitled,Blunt and Insulting,Arrogant,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
"Хто відповідатиме за ту хуйню, що ти навиправляв, телефон йобаний?",High,Accusatory,Confrontational and Insulting,Hostile,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"Але похуй, я жену на всіх:)",High,Defiant,Vulgar and Aggressive,Hostile,"(0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0)",0
"Любиш творити хуйню, люби і вигрібати.",High,Confrontational and Condescending,Insulting,Hostile,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
А як мені відписати то хуйГдє тут чієс,High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
Ну і іді в сраку,High,Dismissive,Confrontational and Insulting,Hostile,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"А ще, якщо ти працюєш в медіа, то май яйця не транслювати власну упередженість в ефір, мудло ти вузьколобе.",High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"Ми кажемо 'бірмікс', розуміємо 'хуйня'",Medium,Dismissive,Informal and Insulting,Disdainful,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
"ви знаєте, як сплять старі гаї? ще взнаєте, суки. павло тичина.",High,Aggressive,Offensive and Insulting,Hostile,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
да я вже так блять і зробив,Medium,Defensive,Confrontational,Irritated,"(0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",2
"Не трахайте дівок, які не можуть наспівати пару пісень Лінди.",High,Disrespectful,Crude and Insulting,Contemptuous,"(1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
"і сука, він такий уйобок.",High,Aggressive,Offensive and Insulting,Hatred,"(1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"Фу блять, можна якогось відмінити всі секси, наче їх ніколи й не було?",High,Disgusted and Aggressive,Vulgar and Confrontational,Contemptuous,"(0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
"Як же важко забити хуй на того, хто давно забив його на тебе.",High,Frustrated,Confrontational and Insulting,Resentful,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
Пропагандисти в ОРДЛО почали перекладати свої висери угорською.,High,Dismissive,Confrontational and Insulting,Hostile,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"Але якщо тій людині похуй на мене, то що я зроблю.",Medium,Resentful,Vulgar and Casual,Frustrated,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0
"Якби ще мізки не трахали і що таке гігієна з самостійністю знали, то взагалі зашибісь)",High,Disrespectful,Derogatory and Vulgar,Contemptuous,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
"Ми, блять, у ""Фацеті"" вже хуй зна скільки сидимо.",High,Frustrated,Profane and Vulgar,Annoyed,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0)",0
"Звісно, після цього дізер почне мені пхати різну хуйню з 80их, але втриматись неможливо",High,Frustrated,Insulting,Annoyed,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
"Самі дрочите , то явно не злизуєте потім, а як дівчина, то всьооооо, ти мене не любиш.",High,Accusatory,Confrontational and Vulgar,Resentful,"(0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
"бля( ні, ну як так можна!",Medium,Frustrated,Informal and Vulgar,Displeased,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
Бо життя хуйня якась суцільна,High,Despairing,Vulgar,Negative,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
"Навіть, коли ти хлопця хочеш мати як пару, впершу чергу він має бути другом, бо інакше це пизда на вітер.",Medium,Advisory,Casual with Profanity,Cautionary,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",2
Та сука перезавантажся й не зайобуй вже,High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"бля, я йду в черниці.",Medium,Frustrated,Vulgar,Annoyed,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
Може це для різноманітності перестати поводитися як мудак і ображати людей?,High,Accusatory,Confrontational and Insulting,Hostile,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
Зачєм люди полюють на тварин?,Low,Inquisitive,Neutral,Curious,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
"Досі так незручно, це просто пиздець, вчасно я в Карму прийшов канєшн",High,Frustrated,Informal and Vulgar,Annoyed,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
"Блін, ну оце ж не можу не спизданути зайвого.",Medium,Frustrated,Vulgar,Annoyed,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
"Нідерландець, йопта, тут тобі не Тєхас",Medium,Dismissive,Confrontational and Insulting,Disdainful,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
та я нарешті ту шарагу блядську закінчу і від липня я вся твоя),Medium,Frustrated,Informal and Vulgar,Relieved,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
"ну 7 +-, поки ще дойшовтака хуйня",High,Frustrated,Vulgar and Disparaging,Negative,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
"думала, шо то сніг блять",Medium,Informal,Casual and Profane,Frustrated,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0)",2
"бляха, у мене тут все зашкварилось просто ааааааааааааа",Medium,Frustrated,Informal and Expletive,Annoyed,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
"'Тре почати ламати їм кінцівки, щоб нікуди не з''їбалися, мразі.'",High,Aggressive,Violent and Derogatory,Hostile,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"Сука, з 6ї ранку, ледве прокинувшись, починає зайобувати.",High,Angry,Insulting and Aggressive,Resentful,"(1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",1
"Сусіда, бляха, світло вимкнув через ремонт, а я хвилин 7 викручувала зарядку з криками: 'Сестра!'",Medium,Frustrated,Casual with mild profanity,Annoyed,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",2
"хуй з вами, а я спатина добранічз.і. і вибачте з матюги, без них сьогодні ніяк",High,Dismissive,Confrontational and Insulting,Resentful,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"У всіх є такий фармацевт нахуй( Ну, чи був.",High,Aggressive,Confrontational and Insulting,Disrespectful,"(1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"терпи чувак, з алергією схожа срань",Medium,Dismissive,Informal and Disrespectful,Frustrated,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
смотріт как на говно ))),Medium,Disparaging,Colloquial and Insulting,Contemptuous,"(1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
"бля, Ді, шо ти робиш?",Medium,Frustrated,Informal and Mildly Insulting,Displeased,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
"Тепер у мене нічого не включається **Тільки не пишіть що мудак, бо все мало бути.",Medium,Defensive,Casual and Insulting,Frustrated,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0)",2
Лєра посилає то все нахуй і об 11-й вечора сидітиме вдома за великим горням карпатського чаю і вчитиме),Medium,Rebellious,Informal and Vulgar,Defiant,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0)",0
"а в Львові, то ж блять вважай БігТвіттор із вочінг ю)))",High,Mocking,Confrontational and Insulting,Warning with Disdain,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
Якась хуйня дереться мені у вікно.,High,Aggressive,Vulgar and Derogatory,Frustrated,"(0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
Ваша мораль нікому нахуй не тре.,High,Dismissive,Confrontational and Insulting,Hostile,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"'блять. як харить, коли тебе постійно використовують впродовж місяця. по - стій - но. навіть попри ''''розуміння'''' твоїх проблем. здохніть.'",High,Frustrated and Aggressive,Profane and Hostile,Angry,"(0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",1
"от шо значіть стараться, коли дєлаєш хуйню.",High,Sarcastic,Confrontational and Vulgar,Disdainful,"(0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
"Ану признавайтесь, засранці, хто грушки наші поїв і мій одяг вкрав?)",Medium,Accusatory,Confrontational and Insulting,Aggravated,"(1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
І всі на один час блять(,High,Dismissive,Confrontational and Insulting,Hostile,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"Наді мною тре стояти і пиздити палкою, шоб я шось робила.",High,Aggressive,Violent and Derogatory,Oppressive,"(0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
"В Україні хєрово жити, бідна і роздовбана країна, не то шо Європа.",High,Disparaging,Negative and Derogatory,Discontent,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
І хуй де зможуть притикнутися по 'ремеслу'.,High,Derogatory,Offensive and Vulgar,Disdainful,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
"Твою на ліво, я так кожного сранку прокидаюся і без жахіть.",Medium,Exasperated,Vulgar,Frustrated,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
"Ахаха, бляНє, я краще сам якось",Medium,Dismissive,Casual and Insulting,Indifferent,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",2
"охбляха, воно ше і затвітило)",Medium,Exasperation,Colloquial and Profane,Frustration,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",2
ну й лох же ти) Скільки сторінок?,Medium,Mocking,Informal and Derogatory,Derisive,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
Ну і нахуя ти зареєструвалася у твіттері?,High,Aggressive,Confrontational and Vulgar,Hostile,"(0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",1
"Уявляю, у якому пиздеці ми б жили, якби у нас корупції не було.",High,Sarcastic,Confrontational and Vulgar,Frustrated,"(0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
"' та, тісто - то жопа :D Більше подобається м''ясне готувати.'",Medium,Humorous,Casual and Slightly Vulgar,Light-hearted,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0
"Ну звичайно, я додому тільки заради одного катаюсь. блядство",High,Sarcastic,Vulgar and Insulting,Disrespectful,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
